task_id,category,hardware,model,backend,run_index,raw_output,latency_s,input_tokens,output_tokens,tokens_per_second,peak_memory_mb,peak_memory_allocated_mb,peak_memory_reserved_mb,error,groq_server_tokens_per_second,groq_response_id,timestamp,correct,score_reason,parsed_calls,gold_calls,failure_type
multiple_48,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""library.find_nearby"", ""arguments"": {""location"": ""New York City, NY"", ""preferences"": [""Pet-friendly"", ""Disabled Access""]}}
</tool_call>",2.8063026717863977,451,43,15.322652268519436,15432.33837890625,15432.33837890625,15484.0,,,,2026-04-30T21:43:07.370801+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""library.find_nearby"", ""arguments"": {""location"": ""New York City, NY"", ""preferences"": [""Pet-friendly"", ""Disabled Access""]}}]","[{""name"": ""library.find_nearby"", ""arguments"": {""location"": [""New York City"", ""NYC"", ""New York City, NY""], ""preferences"": [[""Pet-friendly"", ""Disabled Access""], [""Disabled Access"", ""Pet-friendly""]]}}]",correct
multiple_87,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""games.update.find"", ""arguments"": {""game"": ""Cyberpunk 2077"", ""platform"": ""Xbox""}}
</tool_call>",2.512481677811593,514,38,15.124488403473071,15452.90576171875,15452.90576171875,15492.0,,,,2026-04-30T21:43:10.184391+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""games.update.find"", ""arguments"": {""game"": ""Cyberpunk 2077"", ""platform"": ""Xbox""}}]","[{""name"": ""games.update.find"", ""arguments"": {""game"": [""Cyberpunk 2077""], ""platform"": [""Xbox""], ""region"": ["""", ""global""]}}]",correct
multiple_84,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": ""UEFA Champions League"", ""team"": ""Barcelona"", ""number"": ""10""}}
</tool_call>",2.9283410632051528,447,45,15.36706245233136,15431.41259765625,15431.41259765625,15470.0,,,,2026-04-30T21:43:12.709008+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": ""UEFA Champions League"", ""team"": ""Barcelona"", ""number"": ""10""}}]","[{""name"": ""getTopGoalScorers"", ""arguments"": {""competition"": [""UEFA Champions League""], ""team"": [""Barcelona""], ""number"": [10]}}]",correct
multiple_146,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""restaurant.find_nearby"", ""arguments"": {""location"": ""Seattle, WA"", ""cuisine"": ""Chinese"", ""max_distance"": ""10""}}
</tool_call>",2.802098421379924,425,43,15.34564227719888,15426.88623046875,15426.88623046875,15474.0,,,,2026-04-30T21:43:15.645520+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""restaurant.find_nearby"", ""arguments"": {""location"": ""Seattle, WA"", ""cuisine"": ""Chinese"", ""max_distance"": ""10""}}]","[{""name"": ""restaurant.find_nearby"", ""arguments"": {""location"": [""Seattle"", ""Seattle, WA""], ""cuisine"": [""Chinese""], ""max_distance"": [10]}}]",correct
multiple_66,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": ""Las Vegas"", ""end_location"": ""Los Angeles"", ""time_period"": ""weekend""}}
</tool_call>",2.810151201672852,510,43,15.30166774456925,15446.53466796875,15446.53466796875,15510.0,,,,2026-04-30T21:43:18.458757+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": ""Las Vegas"", ""end_location"": ""Los Angeles"", ""time_period"": ""weekend""}}]","[{""name"": ""traffic_estimate"", ""arguments"": {""start_location"": [""Las Vegas""], ""end_location"": [""Los Angeles""], ""time_period"": [""weekend""]}}]",correct
multiple_79,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": ""Museum of Modern Art, New York"", ""month"": ""1""}}
</tool_call>",2.6450434890575707,373,41,15.50069031742397,15413.92919921875,15413.92919921875,15464.0,,,,2026-04-30T21:43:21.280005+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": ""Museum of Modern Art, New York"", ""month"": ""1""}}]","[{""name"": ""exhibition_info"", ""arguments"": {""museum_name"": [""Museum of Modern Art"", ""MOMA"", ""Museum of Modern Art, New York""], ""month"": ["""", 1]}}]",correct
multiple_194,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": ""Metropolitan Museum of Art"", ""day"": ""Saturday""}}
</tool_call>",2.6374929803423584,745,39,14.786769212533649,15504.19287109375,15504.19287109375,15538.0,,,,2026-04-30T21:43:23.936994+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": ""Metropolitan Museum of Art"", ""day"": ""Saturday""}}]","[{""name"": ""get_museum_hours"", ""arguments"": {""museum_name"": [""Metropolitan Museum of Art"", ""The Met"", ""Met Museum""], ""day"": [""Saturday""]}}]",correct
multiple_28,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": 2, ""b"": 3, ""c"": -4}}
</tool_call>",2.622506089042872,476,40,15.252586130161731,15440.27587890625,15440.27587890625,15508.0,,,,2026-04-30T21:43:26.586223+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": 2, ""b"": 3, ""c"": -4}}]","[{""name"": ""solve.quadratic_equation"", ""arguments"": {""a"": [2], ""b"": [3], ""c"": [-4]}}]",correct
multiple_184,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""pasta"", ""cheese""], ""servings"": ""2""}}
</tool_call>",3.1495154867880046,566,48,15.24043942674885,15463.86083984375,15463.86083984375,15492.0,,,,2026-04-30T21:43:29.217501+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": ""Vegetarian"", ""ingredients"": [""pasta"", ""cheese""], ""servings"": ""2""}}]","[{""name"": ""recipe_search"", ""arguments"": {""dietary_restriction"": [""Vegetarian""], ""ingredients"": [[""pasta"", ""cheese""], [""cheese"", ""pasta""]], ""servings"": [2]}}]",correct
multiple_58,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""lawyer.search"", ""arguments"": {""location"": ""Los Angeles, CA"", ""expertise"": ""Divorce""}}
</tool_call>",2.397282636258751,377,37,15.434141740476194,15414.75927734375,15414.75927734375,15462.0,,,,2026-04-30T21:43:32.379338+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""lawyer.search"", ""arguments"": {""location"": ""Los Angeles, CA"", ""expertise"": ""Divorce""}}]","[{""name"": ""lawyer.search"", ""arguments"": {""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""expertise"": [""Divorce""]}}]",correct
multiple_0,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": 5, ""side2"": 4, ""side3"": 3, ""get_area"": true, ""get_perimeter"": true, ""get_angles"": true}}
</tool_call>",3.918155407998711,631,60,15.313328276237618,15481.60791015625,15481.60791015625,15524.0,,,,2026-04-30T21:43:34.785122+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": 5, ""side2"": 4, ""side3"": 3, ""get_area"": true, ""get_perimeter"": true, ""get_angles"": true}}]","[{""name"": ""triangle_properties.get"", ""arguments"": {""side1"": [5], ""side2"": [4], ""side3"": [3], ""get_area"": ["""", true], ""get_perimeter"": ["""", true], ""get_angles"": ["""", true]}}]",correct
multiple_135,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}
</tool_call>",2.9296704339794815,429,45,15.360089475618869,15427.62255859375,15427.62255859375,15474.0,,,,2026-04-30T21:43:38.715625+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_case_info"", ""arguments"": {""docket"": ""2022/AL2562"", ""court"": ""California"", ""info_type"": ""victim""}}]","[{""name"": ""get_case_info"", ""arguments"": {""docket"": [""2022/AL2562""], ""court"": [""California"", ""CA""], ""info_type"": [""victim""]}}]",correct
multiple_120,multiple,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": ""4"", ""speed_of_light"": ""299792458""}}
</tool_call>",2.662679989822209,871,39,14.646897167167312,15534.88330078125,15534.88330078125,15580.0,,,,2026-04-30T21:43:41.654067+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": ""4"", ""speed_of_light"": ""299792458""}}]","[{""name"": ""light_travel_time"", ""arguments"": {""distance_in_light_years"": [4], ""speed_of_light"": [299792458, """"]}}]",correct
parallel_68,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calculate_area"", ""arguments"": {""base"": 12, ""height"": 15, ""unit"": ""m""}}
</tool_call>
<tool_call>
{""name"": ""calculate_area"", ""arguments"": {""base"": 18, ""height"": 24, ""unit"": ""m""}}
</tool_call>
<tool_call>
{""name"": ""add"", ""arguments"": {""a"": ""result1"", ""b"": ""result2""}}
</tool_call>",6.598115047905594,336,104,15.762077387997682,15404.87548828125,15404.87548828125,15448.0,,,,2026-04-30T21:43:44.328675+00:00,False,"wrong_call_count: predicted 3, gold 2.","[{""name"": ""calculate_area"", ""arguments"": {""base"": 12, ""height"": 15, ""unit"": ""m""}}, {""name"": ""calculate_area"", ""arguments"": {""base"": 18, ""height"": 24, ""unit"": ""m""}}, {""name"": ""add"", ""arguments"": {""a"": ""result1"", ""b"": ""result2""}}]","[{""name"": ""calculate_area"", ""arguments"": {""base"": [12], ""height"": [15], ""unit"": [""m"", ""meters"", ""meter""]}}, {""name"": ""calculate_area"", ""arguments"": {""base"": [18], ""height"": [24], ""unit"": [""m"", ""meters"", ""meter""]}}]",wrong_call_count
parallel_57,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Sheraton Hotel"", ""location"": ""New York"", ""check_in"": ""2022-05-01"", ""check_out"": ""2022-05-05"", ""adults"": ""2"", ""children"": ""1""}}
</tool_call>

<tool_call>
{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Marriott"", ""location"": ""Los Angeles"", ""check_in"": ""2022-06-01"", ""check_out"": ""2022-06-10"", ""adults"": ""1"", ""children"": ""2""}}
</tool_call>",9.156342756003141,435,144,15.726803139341827,15428.72705078125,15428.72705078125,15498.0,,,,2026-04-30T21:43:50.936420+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Sheraton Hotel"", ""location"": ""New York"", ""check_in"": ""2022-05-01"", ""check_out"": ""2022-05-05"", ""adults"": ""2"", ""children"": ""1""}}, {""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": ""Marriott"", ""location"": ""Los Angeles"", ""check_in"": ""2022-06-01"", ""check_out"": ""2022-06-10"", ""adults"": ""1"", ""children"": ""2""}}]","[{""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": [""Sheraton Hotel"", ""Sheraton""], ""location"": [""New York"", ""New York, NY"", ""New York City"", ""NYC""], ""check_in"": [""2022-05-01"", ""05/01/2022"", ""May 1, 2022""], ""check_out"": [""2022-05-05"", ""05/05/2022"", ""May 5, 2022""], ""adults"": [2], ""children"": [1]}}, {""name"": ""hotel_booking.book"", ""arguments"": {""hotel_name"": [""Marriott""], ""location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""check_in"": [""2022-06-01"", ""06/01/2022"", ""June 1, 2022""], ""check_out"": [""2022-06-10"", ""06/10/2022"", ""June 10, 2022""], ""adults"": [1], ""children"": [2]}}]",correct
parallel_99,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""melting"", ""substance"": ""water""}}
</tool_call>

<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""freezing"", ""substance"": ""water""}}
</tool_call>

<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""vaporization"", ""substance"": ""water""}}
</tool_call>

<tool_call>
{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""condensation"", ""substance"": ""water""}}
</tool_call>",10.501483416650444,370,166,15.807290590660896,15426.1396484375,15426.1396484375,15506.0,,,,2026-04-30T21:44:00.103248+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""melting"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""freezing"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""vaporization"", ""substance"": ""water""}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": ""500"", ""phase_transition"": ""condensation"", ""substance"": ""water""}}]","[{""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""melting""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""freezing""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""vaporization""], ""substance"": [""water"", """"]}}, {""name"": ""thermo.calculate_energy"", ""arguments"": {""mass"": [500], ""phase_transition"": [""condensation""], ""substance"": [""water"", """"]}}]",correct
parallel_129,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""create_histogram"", ""arguments"": {""data"": ""[12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"", ""bins"": ""5""}}
</tool_call>

<tool_call>
{""name"": ""create_histogram"", ""arguments"": {""data"": ""[32, 35, 31, 34, 38, 39, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]"", ""bins"": ""5""}}",10.844193491153419,391,171,15.768807531837203,15419.15087890625,15419.15087890625,15502.0,,,,2026-04-30T21:44:10.618176+00:00,False,"wrong_call_count: predicted 1, gold 2.","[{""name"": ""create_histogram"", ""arguments"": {""data"": ""[12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"", ""bins"": ""5""}}]","[{""name"": ""create_histogram"", ""arguments"": {""data"": [[12, 15, 11, 14, 18, 19, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]], ""bins"": [5]}}, {""name"": ""create_histogram"", ""arguments"": {""data"": [[32, 35, 31, 34, 38, 39, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]], ""bins"": [5]}}]",wrong_call_count
parallel_190,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Shortest""}}
</tool_call>

<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Shortest""}}
</tool_call>

<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Scenic""}}
</tool_call>

<tool_call>
{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Scenic""}}
</tool_call>",11.172420687042177,290,177,15.842582816925734,15394.43701171875,15394.43701171875,15448.0,,,,2026-04-30T21:44:21.475385+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Shortest""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Shortest""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""New York City"", ""end_location"": ""Los Angeles"", ""route_preference"": ""Scenic""}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""Miami"", ""route_preference"": ""Scenic""}}]","[{""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""New York City"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""route_preference"": [""Shortest""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""Miami""], ""route_preference"": [""Shortest""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""New York City"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""route_preference"": [""Scenic""]}}, {""name"": ""calculate_shortest_distance"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""Miami""], ""route_preference"": [""Scenic""]}}]",correct
parallel_183,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": ""5"", ""y"": ""7""}}
</tool_call>
<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": ""10"", ""y"": ""15""}}
</tool_call>
<tool_call>
{""name"": ""math.hypot"", ""arguments"": {""x"": ""20"", ""y"": ""25""}}
</tool_call>",6.158247262239456,348,97,15.75123502993704,15409.70947265625,15409.70947265625,15448.0,,,,2026-04-30T21:44:32.660757+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""math.hypot"", ""arguments"": {""x"": ""5"", ""y"": ""7""}}, {""name"": ""math.hypot"", ""arguments"": {""x"": ""10"", ""y"": ""15""}}, {""name"": ""math.hypot"", ""arguments"": {""x"": ""20"", ""y"": ""25""}}]","[{""name"": ""math.hypot"", ""arguments"": {""x"": [5], ""y"": [7], ""z"": ["""", 0]}}, {""name"": ""math.hypot"", ""arguments"": {""x"": [10], ""y"": [15], ""z"": ["""", 0]}}, {""name"": ""math.hypot"", ""arguments"": {""x"": [20], ""y"": [25], ""z"": ["""", 0]}}]",correct
parallel_162,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""4"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""False""}}
</tool_call>

<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""13"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""False""}}
</tool_call>

<tool_call>
{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""26"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""True""}}
</tool_call>",8.26493522292003,387,130,15.729100893554318,15419.15087890625,15419.15087890625,15500.0,,,,2026-04-30T21:44:38.830237+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""4"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""False""}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""13"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""False""}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": ""26"", ""total_outcomes"": ""52"", ""format_as_ratio"": ""True""}}]","[{""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [4], ""total_outcomes"": [52], ""format_as_ratio"": [false, """"]}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [13], ""total_outcomes"": [52], ""format_as_ratio"": [false, """"]}}, {""name"": ""probability_of_event"", ""arguments"": {""success_outcomes"": [26], ""total_outcomes"": [52], ""format_as_ratio"": [true]}}]",correct
parallel_188,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""New York"", ""end_location"": ""Los Angeles"", ""mode"": ""driving""}}
</tool_call>

<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""San Francisco"", ""mode"": ""bicycling""}}
</tool_call>

<tool_call>
{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""San Francisco"", ""end_location"": ""New York"", ""mode"": ""transit""}}
</tool_call>",8.100777540821582,326,128,15.80095235981733,15402.48779296875,15402.48779296875,15448.0,,,,2026-04-30T21:44:47.105921+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""New York"", ""end_location"": ""Los Angeles"", ""mode"": ""driving""}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""Los Angeles"", ""end_location"": ""San Francisco"", ""mode"": ""bicycling""}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": ""San Francisco"", ""end_location"": ""New York"", ""mode"": ""transit""}}]","[{""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""New York"", ""New York, NY"", ""NYC""], ""end_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""mode"": [""driving"", """"]}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""Los Angeles"", ""Los Angeles, CA"", ""LA""], ""end_location"": [""San Francisco"", ""SF""], ""mode"": [""bicycling""]}}, {""name"": ""get_traffic_info"", ""arguments"": {""start_location"": [""San Francisco"", ""SF""], ""end_location"": [""New York"", ""New York, NY"", ""NYC""], ""mode"": [""transit""]}}]",correct
parallel_41,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""San Francisco, CA"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}
</tool_call>

<tool_call>
{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""Chicago, IL"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}
</tool_call>",5.825544867198914,268,92,15.79251419348113,15388.63720703125,15388.63720703125,15448.0,,,,2026-04-30T21:44:55.219223+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""San Francisco, CA"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}, {""name"": ""find_music_instrument_store"", ""arguments"": {""location"": ""Chicago, IL"", ""instruments"": [""Yamaha acoustic guitar"", ""Kawai piano""]}}]","[{""name"": ""find_music_instrument_store"", ""arguments"": {""location"": [""San Francisco, CA"", ""San Francisco, CA"", ""San Francisco, California""], ""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]]}}, {""name"": ""find_music_instrument_store"", ""arguments"": {""location"": [""Chicago, IL"", ""Chicago, Illinois"", ""Chicago, IL.""], ""instruments"": [[""Yamaha Acoustic Guitar"", ""Kawai Piano""], [""Kawai Piano"", ""Yamaha Acoustic Guitar""], [""Yamaha acoustic guitar"", ""Kawai piano""], [""Kawai piano"", ""Yamaha acoustic guitar""]]}}]",correct
parallel_60,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 5}}
</tool_call>
<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 7}}
</tool_call>
<tool_call>
{""name"": ""math.factorial"", ""arguments"": {""number"": 9}}
</tool_call>",4.787828401662409,202,76,15.873584770417336,15372.87646484375,15372.87646484375,15404.0,,,,2026-04-30T21:45:01.054808+00:00,True,correct: Predicted calls match gold function names and required arguments.,"[{""name"": ""math.factorial"", ""arguments"": {""number"": 5}}, {""name"": ""math.factorial"", ""arguments"": {""number"": 7}}, {""name"": ""math.factorial"", ""arguments"": {""number"": 9}}]","[{""name"": ""math.factorial"", ""arguments"": {""number"": [5]}}, {""name"": ""math.factorial"", ""arguments"": {""number"": [7]}}, {""name"": ""math.factorial"", ""arguments"": {""number"": [9]}}]",correct
parallel_71,parallel,L4_Llama,NousResearch/Meta-Llama-3.1-8B-Instruct,transformers_gpu,0,"<tool_call>
{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""4""}}
</tool_call>
<tool_call>
{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""4""}}
</tool_call>
<tool_call>
{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""2""}}
</tool_call>",8.972676212899387,287,142,15.825824606916782,15393.83837890625,15393.83837890625,15448.0,,,,2026-04-30T21:45:05.852187+00:00,False,"wrong_call_count: predicted 3, gold 2.","[{""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""4""}}, {""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""4""}}, {""name"": ""calculate_derivative"", ""arguments"": {""function"": ""3x^3 - 2x^2 + 5x - 7"", ""x_value"": ""2""}}]","[{""name"": ""calculate_derivative"", ""arguments"": {""function"": [""3x**3 - 2x**2 + 5x - 7"", ""lambda x: 3x**3 - 2x**2 + 5x - 7""], ""x_value"": [4]}}, {""name"": ""calculate_derivative"", ""arguments"": {""function"": [""9x**2 - 4x + 5"", ""lambda x: 9x**2 - 4x + 5""], ""x_value"": [2]}}]",wrong_call_count
